"id","name","meaning","start_pos","end_pos","assumed_comma","type","default_value","cnab_line_id/id","notes","sending_dynamic_content","content_source_field","return_dynamic_content","content_dest_field","cnab_group_id/id"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_235_236","OCORRÊNCIA 03","CÓDIGO OCORRÊNCIAS NO RETORNO","235","236","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","occurrence_code_3",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_237_238","OCORRÊNCIA 04","CÓDIGO OCORRÊNCIAS NO RETORNO","237","238","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","occurrence_code_4",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_239_240","OCORRÊNCIA 05","CÓDIGO OCORRÊNCIAS NO RETORNO","239","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","occurrence_code_5",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_1_3","CODIGO DO BANCO","CODIGO BANCO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_4_7","CODIGO DO LOTE","LOTE DE SERVICO","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","seq_batch","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_8_8","TIPO DE REGISTRO","REGISTRO TRAILER DE LOTE","8","8","0","num","5","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_9_17","BRANCOS","COMPLEMENTO DE REGISTRO","9","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_18_23","TOTAL QTDE REGISTROS","QTDE REGISTROS DO LOTE","18","23","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","qty_records","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_24_41","VALOR TOTAL","VALOR TOTAL DOS PAGAMENTOS","24","41","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","sum(line.amount_currency for line in batch_detail_lines)","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_42_59","BRANCOS","COMPLEMENTO DE REGISTRO","42","59","0","alpha","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_60_230","BRANCOS","COMPLEMENTO DE REGISTRO","60","230","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer_231_240","OCORRENCIAS","CODIGOS DE OCORRENCIA","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_trailer","","","","","",""
